refID1,refID2,step,token1,token2,sim,weight,weighted_sim,row_index,col_index
A904697,B972333,0,JONESBORO,JONESBORO,1.0,0.10714285714285714,0.10714285714285714,4,4
A904697,B972333,1,72401,72401,1.0,0.07142857142857142,0.07142857142857142,5,5
A904697,B972333,2,GARFIO,PAOLINI,0.2857142857142857,0.25,0.07142857142857142,0,1
A904697,B972333,3,LOT,GLEN,0.25,0.14285714285714285,0.03571428571428571,3,0
A904697,B972333,4,FORD,CLARK,0.19999999999999996,0.17857142857142858,0.035714285714285705,2,3
A904758,A986921,0,JOYCE,JOYCE,1.0,0.2857142857142857,0.2857142857142857,0,0
A904758,A986921,1,PALLETT,PALLETT,1.0,0.23809523809523808,0.23809523809523808,1,1
A904758,A986921,2,15464,24TH,0.19999999999999996,0.19047619047619047,0.038095238095238085,2,3
A904838,A952226,0,ALBERTO,ALBERTO,1.0,0.2222222222222222,0.2222222222222222,0,0
A904838,A952226,1,MALKIEWICZ,MALKIEWICZ,1.0,0.19444444444444445,0.19444444444444445,1,1
A904838,A952226,2,27111743,27111743,1.0,0.027777777777777776,0.027777777777777776,7,7
A904838,A952226,3,936,3306E0,0.33333333333333337,0.16666666666666666,0.05555555555555556,2,6
A904838,A952226,4,MCINTOSH,2ND,0.125,0.1388888888888889,0.017361111111111112,3,4
A904838,A974873,0,1124,1124,1.0,0.16666666666666666,0.16666666666666666,2,2
A904838,A974873,1,2ND,2ND,1.0,0.1388888888888889,0.1388888888888889,3,4
A904838,A974873,2,POMPANO,POMPANO,1.0,0.1111111111111111,0.1111111111111111,4,5
A904838,A974873,3,33060,3306E0,0.8333333333333334,0.08333333333333333,0.06944444444444445,5,6
A904838,A974873,4,PATSY,SOUTHWEST,0.2222222222222222,0.2222222222222222,0.04938271604938271,0,3
A904838,A974873,5,JARAMILLO,ALBERTO,0.2222222222222222,0.19444444444444445,0.043209876543209874,1,0
A905307,A907424,0,212,212,1.0,0.1111111111111111,0.1111111111111111,4,5
A905307,A907424,1,881605,881605,1.0,0.06666666666666667,0.06666666666666667,6,7
A905307,A907424,2,90009,90009,1.0,0.044444444444444446,0.044444444444444446,7,8
A905307,A907424,3,ELLEN,WALSH,0.19999999999999996,0.2,0.039999999999999994,0,1
A905307,A907424,4,RODNEY,BOULV,0.16666666666666663,0.13333333333333333,0.022222222222222216,3,4
A905307,A915456,0,881605,881605,1.0,0.06666666666666667,0.06666666666666667,6,7
A905307,A915456,1,90009,90009,1.0,0.044444444444444446,0.044444444444444446,7,8
A905307,A915456,2,CA90027,90017,0.5714285714285714,0.1111111111111111,0.06349206349206349,4,6
A905307,A915456,3,PALACIOS,ANASTACIO,0.4444444444444444,0.17777777777777778,0.07901234567901234,1,0
A905307,A915456,4,CALL,WALSH,0.4,0.08888888888888889,0.035555555555555556,5,1
A905307,A915456,5,JUAN,BOULV,0.19999999999999996,0.2,0.039999999999999994,0,4
A905307,A927926,0,881605,881605,1.0,0.10714285714285714,0.10714285714285714,4,7
A905307,A927926,1,90009,90009,1.0,0.07142857142857142,0.07142857142857142,5,8
A905307,A927926,2,9E0026,90017,0.5,0.14285714285714285,0.07142857142857142,3,6
A905307,A927926,3,BRADLEY,WALSH,0.2857142857142857,0.25,0.07142857142857142,0,1
A905307,A927926,4,MICHELTORENA,ILSHIRE,0.25,0.17857142857142858,0.044642857142857144,2,3
A905307,A936782,0,ANASTACIO,ANASTACIO,1.0,0.25,0.25,0,0
A905307,A936782,1,WALSH,WALSH,1.0,0.21428571428571427,0.21428571428571427,1,1
A905307,A936782,2,WINDCHIME,ILSHIRE,0.4444444444444444,0.14285714285714285,0.06349206349206349,3,3
A905307,A936782,3,LOMA,BOULV,0.19999999999999996,0.07142857142857142,0.014285714285714282,5,4
A905307,A937401,0,881605,881605,1.0,0.08888888888888889,0.08888888888888889,5,7
A905307,A937401,1,90009,90009,1.0,0.06666666666666667,0.06666666666666667,6,8
A905307,A937401,2,HECTOR,ILSHIRE,0.1428571428571429,0.2,0.02857142857142858,0,3
A905307,A937401,3,MZIGHELL,WALSH,0.125,0.17777777777777778,0.022222222222222223,1,1
A905307,A965888,0,ANASTACIO,ANASTACIO,1.0,0.18181818181818182,0.18181818181818182,0,0
A905307,A965888,1,WALSH,WALSH,1.0,0.16363636363636364,0.16363636363636364,1,1
A905307,A965888,2,212,2Z012,0.6,0.09090909090909091,0.05454545454545454,5,7
A905307,A965888,3,BOULV,WVERLY,0.16666666666666663,0.10909090909090909,0.018181818181818177,4,3
A905307,A965888,4,ILSHIRE,UNIT,0.1428571428571429,0.12727272727272726,0.018181818181818184,3,4
A905307,B951712,0,881605,881605,1.0,0.2,0.2,2,7
A905307,B951712,1,90009,90009,1.0,0.13333333333333333,0.13333333333333333,3,8
